gadm_name,year,dengue_total,n_months,source
Kon Tum,2005,0,12,OpenDengue
Kon Tum,2006,2,12,OpenDengue
Kon Tum,2007,392,12,OpenDengue
Kon Tum,2008,35,12,OpenDengue
Kon Tum,2009,109,12,OpenDengue
Kon Tum,2010,1031,12,OpenDengue
Kon Tum,2011,19,12,GDPM
Kon Tum,2012,22,12,GDPM
Kon Tum,2013,392,12,GDPM
Kon Tum,2014,99,12,GDPM
Kon Tum,2015,234,12,GDPM
Kon Tum,2016,3433,12,GDPM
Kon Tum,2017,573,12,GDPM
Lai Châu,1994,0,11,OpenDengue
Lai Châu,1995,0,12,OpenDengue
Lai Châu,1996,0,12,OpenDengue
Lai Châu,1997,0,12,OpenDengue
Lai Châu,1998,0,12,OpenDengue
Lai Châu,1999,0,12,OpenDengue
Lai Châu,2000,1,12,OpenDengue
Lai Châu,2001,0,12,OpenDengue
Lai Châu,2002,0,12,OpenDengue
Lai Châu,2003,2,12,OpenDengue
Lai Châu,2004,0,12,OpenDengue
Lai Châu,2005,1,12,OpenDengue
Lai Châu,2006,0,12,OpenDengue
Lai Châu,2007,0,12,OpenDengue
Lai Châu,2008,0,12,OpenDengue
Lai Châu,2009,0,12,OpenDengue
Lai Châu,2010,0,12,OpenDengue
Lai Châu,2011,0,12,GDPM
Lai Châu,2012,0,12,GDPM
Lai Châu,2013,0,12,GDPM
Lai Châu,2014,0,12,GDPM
Lai Châu,2015,0,12,GDPM
Lai Châu,2016,0,12,GDPM
Lai Châu,2017,17,12,GDPM
Long An,1994,599,11,OpenDengue
Long An,1995,1784,12,OpenDengue
Long An,1996,4671,11,OpenDengue
Long An,1997,2163,12,OpenDengue
Long An,1998,4228,12,OpenDengue
Long An,1999,290,12,OpenDengue
Long An,2000,1640,12,OpenDengue
Long An,2001,650,12,OpenDengue
Long An,2002,706,12,OpenDengue
Long An,2003,1005,12,OpenDengue
Long An,2004,2123,12,OpenDengue
Long An,2005,1411,12,OpenDengue
Long An,2006,2272,12,OpenDengue
Long An,2007,5967,12,OpenDengue
Long An,2008,3787,12,OpenDengue
Long An,2009,5950,12,OpenDengue
Long An,2010,2879,12,OpenDengue
Long An,2011,2995,12,GDPM
Long An,2012,4714,12,GDPM
Long An,2013,2181,12,GDPM
Long An,2014,1586,12,GDPM
Long An,2015,2725,12,GDPM
Long An,2016,1978,12,GDPM
Long An,2017,2804,12,GDPM
Lào Cai,1994,1,11,OpenDengue
Lào Cai,1995,1,12,OpenDengue
Lào Cai,1996,2,12,OpenDengue
Lào Cai,1997,1,12,OpenDengue
Lào Cai,1998,3,12,OpenDengue
Lào Cai,1999,2,12,OpenDengue
Lào Cai,2000,0,12,OpenDengue
Lào Cai,2001,3,12,OpenDengue
Lào Cai,2002,0,12,OpenDengue
Lào Cai,2003,0,12,OpenDengue
Lào Cai,2004,1,12,OpenDengue
Lào Cai,2005,1,12,OpenDengue
Lào Cai,2006,0,12,OpenDengue
Lào Cai,2007,0,12,OpenDengue
Lào Cai,2008,0,12,OpenDengue
Lào Cai,2009,0,12,OpenDengue
Lào Cai,2010,0,12,OpenDengue
Lào Cai,2011,0,12,GDPM
Lào Cai,2012,1,12,GDPM
Lào Cai,2013,0,12,GDPM
Lào Cai,2014,0,12,GDPM
Lào Cai,2015,0,12,GDPM
Lào Cai,2016,0,12,GDPM
Lào Cai,2017,163,12,GDPM
Lâm Đồng,1994,118,11,OpenDengue
Lâm Đồng,1995,59,12,OpenDengue
Lâm Đồng,1996,114,9,OpenDengue
Lâm Đồng,1997,347,12,OpenDengue
Lâm Đồng,1998,1344,12,OpenDengue
Lâm Đồng,1999,218,12,OpenDengue
Lâm Đồng,2000,296,12,OpenDengue
Lâm Đồng,2001,184,12,OpenDengue
Lâm Đồng,2002,191,12,OpenDengue
Lâm Đồng,2003,99,12,OpenDengue
Lâm Đồng,2004,55,12,OpenDengue
Lâm Đồng,2005,50,12,OpenDengue
Lâm Đồng,2006,60,12,OpenDengue
Lâm Đồng,2007,57,12,OpenDengue
Lâm Đồng,2008,195,12,OpenDengue
Lâm Đồng,2009,273,12,OpenDengue
Lâm Đồng,2010,4409,12,OpenDengue
Lâm Đồng,2011,92,12,GDPM
Lâm Đồng,2012,163,12,GDPM
Lâm Đồng,2013,156,12,GDPM
Lâm Đồng,2014,68,12,GDPM
Lâm Đồng,2015,288,12,GDPM
Lâm Đồng,2016,1982,12,GDPM
Lâm Đồng,2017,446,12,GDPM
Lạng Sơn,1994,6,11,OpenDengue
Lạng Sơn,1995,4,12,OpenDengue
Lạng Sơn,1996,2,12,OpenDengue
Lạng Sơn,1997,6,12,OpenDengue
Lạng Sơn,1998,1,12,OpenDengue
Lạng Sơn,1999,19,12,OpenDengue
Lạng Sơn,2000,13,12,OpenDengue
Lạng Sơn,2001,8,12,OpenDengue
Lạng Sơn,2002,1,12,OpenDengue
Lạng Sơn,2003,0,12,OpenDengue
Lạng Sơn,2004,5,12,OpenDengue
Lạng Sơn,2005,0,12,OpenDengue
Lạng Sơn,2006,0,12,OpenDengue
Lạng Sơn,2007,0,12,OpenDengue
Lạng Sơn,2008,0,12,OpenDengue
Lạng Sơn,2009,0,12,OpenDengue
Lạng Sơn,2010,0,12,OpenDengue
Lạng Sơn,2011,2,12,GDPM
Lạng Sơn,2012,2,12,GDPM
Lạng Sơn,2013,0,12,GDPM
Lạng Sơn,2014,0,12,GDPM
Lạng Sơn,2015,3,12,GDPM
Lạng Sơn,2016,0,12,GDPM
Lạng Sơn,2017,236,12,GDPM
Nam Định,1994,36,11,OpenDengue
Nam Định,1995,298,12,OpenDengue
Nam Định,1996,641,12,OpenDengue
Nam Định,1997,0,12,OpenDengue
Nam Định,1998,781,12,OpenDengue
Nam Định,1999,85,12,OpenDengue
Nam Định,2000,0,12,OpenDengue
Nam Định,2001,1,12,OpenDengue
Nam Định,2002,4,12,OpenDengue
Nam Định,2003,83,12,OpenDengue
Nam Định,2004,136,12,OpenDengue
Nam Định,2005,50,12,OpenDengue
Nam Định,2006,37,12,OpenDengue
Nam Định,2007,19,12,OpenDengue
Nam Định,2008,8,12,OpenDengue
Nam Định,2009,86,12,OpenDengue
Nam Định,2010,265,12,OpenDengue
Nam Định,2011,81,12,GDPM
Nam Định,2012,117,12,GDPM
Nam Định,2013,135,12,GDPM
Nam Định,2014,105,12,GDPM
Nam Định,2015,204,12,GDPM
Nam Định,2016,173,12,GDPM
Nam Định,2017,5096,12,GDPM
Nghệ An,1994,78,11,OpenDengue
Nghệ An,1995,49,12,OpenDengue
Nghệ An,1996,198,12,OpenDengue
Nghệ An,1997,867,12,OpenDengue
Nghệ An,1998,8073,12,OpenDengue
Nghệ An,1999,67,12,OpenDengue
Nghệ An,2000,5,12,OpenDengue
Nghệ An,2001,787,12,OpenDengue
Nghệ An,2002,499,12,OpenDengue
Nghệ An,2003,450,12,OpenDengue
Nghệ An,2004,454,12,OpenDengue
Nghệ An,2005,46,12,OpenDengue
Nghệ An,2006,1410,12,OpenDengue
Nghệ An,2007,95,12,OpenDengue
Nghệ An,2008,1345,12,OpenDengue
Nghệ An,2009,473,12,OpenDengue
Nghệ An,2010,0,12,OpenDengue
Nghệ An,2011,74,12,GDPM
Nghệ An,2012,120,12,GDPM
Nghệ An,2013,71,12,GDPM
Nghệ An,2014,7,12,GDPM
Nghệ An,2015,199,12,GDPM
Nghệ An,2016,79,12,GDPM
Nghệ An,2017,517,12,GDPM
Ninh Bình,1994,4,11,OpenDengue
Ninh Bình,1995,2,12,OpenDengue
Ninh Bình,1996,0,12,OpenDengue
Ninh Bình,1997,0,12,OpenDengue
Ninh Bình,1998,13,12,OpenDengue
Ninh Bình,1999,0,12,OpenDengue
Ninh Bình,2000,1,12,OpenDengue
Ninh Bình,2001,0,12,OpenDengue
Ninh Bình,2002,0,12,OpenDengue
Ninh Bình,2003,7,12,OpenDengue
Ninh Bình,2004,3,12,OpenDengue
Ninh Bình,2005,7,12,OpenDengue
Ninh Bình,2006,0,12,OpenDengue
Ninh Bình,2007,0,12,OpenDengue
Ninh Bình,2008,1,12,OpenDengue
Ninh Bình,2009,2,12,OpenDengue
Ninh Bình,2010,12,12,OpenDengue
Ninh Bình,2011,3,12,GDPM
Ninh Bình,2012,6,12,GDPM
Ninh Bình,2013,7,12,GDPM
Ninh Bình,2014,1,12,GDPM
Ninh Bình,2015,27,12,GDPM
Ninh Bình,2016,8,12,GDPM
Ninh Bình,2017,760,12,GDPM
Ninh Thuận,1994,797,10,OpenDengue
Ninh Thuận,1995,2537,12,OpenDengue
Ninh Thuận,1996,4374,12,OpenDengue
Ninh Thuận,1997,5364,12,OpenDengue
Ninh Thuận,1998,6176,12,OpenDengue
Ninh Thuận,1999,1830,12,OpenDengue
Ninh Thuận,2000,1108,12,OpenDengue
Ninh Thuận,2001,1096,12,OpenDengue
Ninh Thuận,2002,231,12,OpenDengue
Ninh Thuận,2003,63,12,OpenDengue
Ninh Thuận,2004,157,12,OpenDengue
Ninh Thuận,2005,310,12,OpenDengue
Ninh Thuận,2006,1605,12,OpenDengue
Ninh Thuận,2007,498,12,OpenDengue
Ninh Thuận,2008,563,12,OpenDengue
Ninh Thuận,2009,740,12,OpenDengue
Ninh Thuận,2010,1554,12,OpenDengue
Ninh Thuận,2011,174,12,GDPM
Ninh Thuận,2012,274,12,GDPM
Ninh Thuận,2013,312,12,GDPM
Ninh Thuận,2014,122,12,GDPM
Ninh Thuận,2015,370,12,GDPM
Ninh Thuận,2016,823,12,GDPM
Ninh Thuận,2017,525,12,GDPM
Phú Thọ,1997,10,12,OpenDengue
Phú Thọ,1998,404,12,OpenDengue
Phú Thọ,1999,3,12,OpenDengue
Phú Thọ,2000,196,12,OpenDengue
Phú Thọ,2001,54,12,OpenDengue
Phú Thọ,2002,0,12,OpenDengue
Phú Thọ,2003,0,12,OpenDengue
Phú Thọ,2004,1,12,OpenDengue
Phú Thọ,2005,8,12,OpenDengue
Phú Thọ,2006,0,12,OpenDengue
Phú Thọ,2007,0,12,OpenDengue
Phú Thọ,2008,0,12,OpenDengue
Phú Thọ,2009,0,12,OpenDengue
Phú Thọ,2010,85,12,OpenDengue
Phú Thọ,2011,10,12,GDPM
Phú Thọ,2012,5,12,GDPM
Phú Thọ,2013,5,12,GDPM
Phú Thọ,2014,3,12,GDPM
Phú Thọ,2015,21,12,GDPM
Phú Thọ,2016,24,12,GDPM
Phú Thọ,2017,1607,12,GDPM
Phú Yên,1994,586,10,OpenDengue
Phú Yên,1995,1234,12,OpenDengue
Phú Yên,1996,1150,12,OpenDengue
Phú Yên,1997,2969,12,OpenDengue
Phú Yên,1998,6264,12,OpenDengue
Phú Yên,1999,801,12,OpenDengue
Phú Yên,2000,301,12,OpenDengue
Phú Yên,2001,3238,12,OpenDengue
Phú Yên,2002,1532,12,OpenDengue
Phú Yên,2003,723,12,OpenDengue
Phú Yên,2004,958,12,OpenDengue
Phú Yên,2005,373,12,OpenDengue
Phú Yên,2006,535,12,OpenDengue
Phú Yên,2007,1638,12,OpenDengue
Phú Yên,2008,1416,12,OpenDengue
Phú Yên,2009,2736,12,OpenDengue
Phú Yên,2010,4305,12,OpenDengue
Phú Yên,2011,374,12,GDPM
Phú Yên,2012,2300,12,GDPM
Phú Yên,2013,2718,12,GDPM
Phú Yên,2014,608,12,GDPM
Phú Yên,2015,1983,12,GDPM
Phú Yên,2016,2644,12,GDPM
Phú Yên,2017,1820,12,GDPM
Quảng Bình,1994,518,10,OpenDengue
Quảng Bình,1995,604,12,OpenDengue
Quảng Bình,1996,1186,12,OpenDengue
Quảng Bình,1997,1544,12,OpenDengue
Quảng Bình,1998,7893,12,OpenDengue
Quảng Bình,1999,1024,12,OpenDengue
Quảng Bình,2000,0,12,OpenDengue
Quảng Bình,2001,1098,12,OpenDengue
Quảng Bình,2002,590,12,OpenDengue
Quảng Bình,2003,523,12,OpenDengue
Quảng Bình,2004,385,12,OpenDengue
Quảng Bình,2005,218,12,OpenDengue
Quảng Bình,2006,0,12,OpenDengue
Quảng Bình,2007,69,12,OpenDengue
Quảng Bình,2008,39,12,OpenDengue
Quảng Bình,2009,85,12,OpenDengue
Quảng Bình,2010,657,12,OpenDengue
Quảng Bình,2011,20,12,GDPM
Quảng Bình,2012,68,12,GDPM
Quảng Bình,2013,421,12,GDPM
Quảng Bình,2014,58,12,GDPM
Quảng Bình,2015,192,12,GDPM
Quảng Bình,2016,94,12,GDPM
Quảng Bình,2017,895,12,GDPM
Quảng Nam,1994,2043,10,OpenDengue
Quảng Nam,1995,673,12,OpenDengue
Quảng Nam,1996,2374,12,OpenDengue
Quảng Nam,1997,1297,12,OpenDengue
Quảng Nam,1998,3375,12,OpenDengue
Quảng Nam,1999,237,12,OpenDengue
Quảng Nam,2000,59,12,OpenDengue
Quảng Nam,2001,273,12,OpenDengue
Quảng Nam,2002,434,12,OpenDengue
Quảng Nam,2003,1372,12,OpenDengue
Quảng Nam,2004,261,12,OpenDengue
Quảng Nam,2005,38,12,OpenDengue
Quảng Nam,2006,242,12,OpenDengue
Quảng Nam,2007,896,12,OpenDengue
Quảng Nam,2008,387,12,OpenDengue
Quảng Nam,2009,349,12,OpenDengue
Quảng Nam,2010,3078,12,OpenDengue
Quảng Nam,2011,62,12,GDPM
Quảng Nam,2012,495,12,GDPM
Quảng Nam,2013,1513,12,GDPM
Quảng Nam,2014,187,12,GDPM
Quảng Nam,2015,2151,12,GDPM
Quảng Nam,2016,3389,12,GDPM
Quảng Nam,2017,3480,12,GDPM
Quảng Ngãi,1994,601,11,OpenDengue
Quảng Ngãi,1995,1182,12,OpenDengue
Quảng Ngãi,1996,1830,12,OpenDengue
Quảng Ngãi,1997,839,12,OpenDengue
Quảng Ngãi,1998,4245,12,OpenDengue
Quảng Ngãi,1999,443,12,OpenDengue
Quảng Ngãi,2000,27,12,OpenDengue
Quảng Ngãi,2001,93,12,OpenDengue
Quảng Ngãi,2002,238,12,OpenDengue
Quảng Ngãi,2003,41,12,OpenDengue
Quảng Ngãi,2004,452,12,OpenDengue
Quảng Ngãi,2005,41,12,OpenDengue
Quảng Ngãi,2006,1468,12,OpenDengue
Quảng Ngãi,2007,1047,12,OpenDengue
Quảng Ngãi,2008,657,12,OpenDengue
Quảng Ngãi,2009,1242,12,OpenDengue
Quảng Ngãi,2010,5667,12,OpenDengue
Quảng Ngãi,2011,555,12,GDPM
Quảng Ngãi,2012,969,12,GDPM
Quảng Ngãi,2013,1106,12,GDPM
Quảng Ngãi,2014,284,12,GDPM
Quảng Ngãi,2015,1782,12,GDPM
Quảng Ngãi,2016,1325,12,GDPM
Quảng Ngãi,2017,1367,12,GDPM
Quảng Ninh,1994,96,11,OpenDengue
Quảng Ninh,1995,110,12,OpenDengue
Quảng Ninh,1996,152,12,OpenDengue
Quảng Ninh,1997,183,12,OpenDengue
Quảng Ninh,1998,433,12,OpenDengue
Quảng Ninh,1999,1174,12,OpenDengue
Quảng Ninh,2000,157,12,OpenDengue
Quảng Ninh,2001,383,12,OpenDengue
Quảng Ninh,2002,27,12,OpenDengue
Quảng Ninh,2003,21,12,OpenDengue
Quảng Ninh,2004,24,12,OpenDengue
Quảng Ninh,2005,6,12,OpenDengue
Quảng Ninh,2006,5,12,OpenDengue
Quảng Ninh,2007,0,12,OpenDengue
Quảng Ninh,2008,0,12,OpenDengue
Quảng Ninh,2009,268,12,OpenDengue
Quảng Ninh,2010,144,12,OpenDengue
Quảng Ninh,2011,63,12,GDPM
Quảng Ninh,2012,126,12,GDPM
Quảng Ninh,2013,121,12,GDPM
Quảng Ninh,2014,48,12,GDPM
Quảng Ninh,2015,133,12,GDPM
Quảng Ninh,2016,134,12,GDPM
Quảng Ninh,2017,647,12,GDPM
Quảng Trị,1994,1449,11,OpenDengue
Quảng Trị,1995,991,12,OpenDengue
Quảng Trị,1996,586,12,OpenDengue
Quảng Trị,1997,947,12,OpenDengue
Quảng Trị,1998,14758,12,OpenDengue
Quảng Trị,1999,185,12,OpenDengue
Quảng Trị,2000,77,12,OpenDengue
Quảng Trị,2001,44,12,OpenDengue
Quảng Trị,2002,784,12,OpenDengue
Quảng Trị,2003,734,12,OpenDengue
Quảng Trị,2004,210,12,OpenDengue
Quảng Trị,2005,2,12,OpenDengue
Quảng Trị,2006,75,12,OpenDengue
Quảng Trị,2007,34,12,OpenDengue
Quảng Trị,2008,45,12,OpenDengue
Quảng Trị,2009,74,12,OpenDengue
Quảng Trị,2010,268,12,OpenDengue
Quảng Trị,2011,9,12,GDPM
Quảng Trị,2012,49,12,GDPM
Quảng Trị,2013,338,12,GDPM
Quảng Trị,2014,16,12,GDPM
Quảng Trị,2015,155,12,GDPM
Quảng Trị,2016,665,12,GDPM
Quảng Trị,2017,736,12,GDPM
Sóc Trăng,1994,1492,9,OpenDengue
Sóc Trăng,1995,1625,12,OpenDengue
Sóc Trăng,1996,1212,12,OpenDengue
Sóc Trăng,1997,3191,12,OpenDengue
Sóc Trăng,1998,7346,12,OpenDengue
Sóc Trăng,1999,1035,12,OpenDengue
Sóc Trăng,2000,307,12,OpenDengue
Sóc Trăng,2001,268,12,OpenDengue
Sóc Trăng,2002,1211,12,OpenDengue
Sóc Trăng,2003,1144,12,OpenDengue
Sóc Trăng,2004,5824,12,OpenDengue
Sóc Trăng,2005,3943,12,OpenDengue
Sóc Trăng,2006,4390,12,OpenDengue
Sóc Trăng,2007,5249,12,OpenDengue
Sóc Trăng,2008,4640,12,OpenDengue
Sóc Trăng,2009,4622,12,OpenDengue
Sóc Trăng,2010,5395,12,OpenDengue
Sóc Trăng,2011,2720,12,GDPM
Sóc Trăng,2012,3636,12,GDPM
Sóc Trăng,2013,1233,12,GDPM
Sóc Trăng,2014,820,12,GDPM
Sóc Trăng,2015,1614,12,GDPM
Sóc Trăng,2016,1857,12,GDPM
Sóc Trăng,2017,2544,12,GDPM
Sơn La,1994,0,11,OpenDengue
Sơn La,1995,0,12,OpenDengue
Sơn La,1996,2,12,OpenDengue
Sơn La,1997,0,12,OpenDengue
Sơn La,1998,1,12,OpenDengue
Sơn La,1999,0,12,OpenDengue
Sơn La,2000,0,12,OpenDengue
Sơn La,2001,20,12,OpenDengue
Sơn La,2002,0,12,OpenDengue
Sơn La,2003,0,12,OpenDengue
Sơn La,2004,1,12,OpenDengue
Sơn La,2005,4,12,OpenDengue
Sơn La,2006,0,12,OpenDengue
Sơn La,2007,0,12,OpenDengue
Sơn La,2008,0,12,OpenDengue
Sơn La,2009,11,12,OpenDengue
Sơn La,2010,1,12,OpenDengue
Sơn La,2011,0,12,GDPM
Sơn La,2012,0,12,GDPM
Sơn La,2013,0,12,GDPM
Sơn La,2014,0,12,GDPM
Sơn La,2015,0,12,GDPM
Sơn La,2016,2,12,GDPM
Sơn La,2017,239,12,GDPM
Thanh Hóa,1994,197,11,OpenDengue
Thanh Hóa,1995,727,12,OpenDengue
Thanh Hóa,1996,496,12,OpenDengue
Thanh Hóa,1997,230,12,OpenDengue
Thanh Hóa,1998,2919,12,OpenDengue
Thanh Hóa,1999,104,12,OpenDengue
Thanh Hóa,2000,19,12,OpenDengue
Thanh Hóa,2001,78,12,OpenDengue
Thanh Hóa,2002,42,12,OpenDengue
Thanh Hóa,2003,126,12,OpenDengue
Thanh Hóa,2004,72,12,OpenDengue
Thanh Hóa,2005,373,12,OpenDengue
Thanh Hóa,2006,160,12,OpenDengue
Thanh Hóa,2007,150,12,OpenDengue
Thanh Hóa,2008,94,12,OpenDengue
Thanh Hóa,2009,258,12,OpenDengue
Thanh Hóa,2010,0,12,OpenDengue
Thanh Hóa,2011,43,12,GDPM
Thanh Hóa,2012,28,12,GDPM
Thanh Hóa,2013,158,12,GDPM
Thanh Hóa,2014,33,12,GDPM
Thanh Hóa,2015,222,12,GDPM
Thanh Hóa,2016,171,12,GDPM
Thanh Hóa,2017,3374,12,GDPM
Thái Bình,1994,410,11,OpenDengue
Thái Bình,1995,1,12,OpenDengue
Thái Bình,1996,458,12,OpenDengue
Thái Bình,1997,0,12,OpenDengue
Thái Bình,1998,116,12,OpenDengue
Thái Bình,1999,0,12,OpenDengue
Thái Bình,2000,0,12,OpenDengue
Thái Bình,2001,4,12,OpenDengue
Thái Bình,2002,8,12,OpenDengue
Thái Bình,2003,4,12,OpenDengue
Thái Bình,2004,61,12,OpenDengue
Thái Bình,2005,0,12,OpenDengue
Thái Bình,2006,15,12,OpenDengue
Thái Bình,2007,31,12,OpenDengue
Thái Bình,2008,8,12,OpenDengue
Thái Bình,2009,136,12,OpenDengue
Thái Bình,2010,84,12,OpenDengue
Thái Bình,2011,88,12,GDPM
Thái Bình,2012,17,12,GDPM
Thái Bình,2013,100,12,GDPM
Thái Bình,2014,44,12,GDPM
Thái Bình,2015,145,12,GDPM
Thái Bình,2016,108,12,GDPM
Thái Bình,2017,720,12,GDPM
Thái Nguyên,1994,1,10,OpenDengue
Thái Nguyên,1995,4,12,OpenDengue
Thái Nguyên,1996,1,12,OpenDengue
Thái Nguyên,1997,0,12,OpenDengue
Thái Nguyên,1998,4,12,OpenDengue
Thái Nguyên,1999,39,12,OpenDengue
Thái Nguyên,2000,12,12,OpenDengue
Thái Nguyên,2001,19,12,OpenDengue
Thái Nguyên,2002,1,12,OpenDengue
Thái Nguyên,2003,3,12,OpenDengue
Thái Nguyên,2004,2,12,OpenDengue
Thái Nguyên,2005,0,12,OpenDengue
Thái Nguyên,2006,1,12,OpenDengue
Thái Nguyên,2007,0,12,OpenDengue
Thái Nguyên,2008,0,12,OpenDengue
Thái Nguyên,2009,0,12,OpenDengue
Thái Nguyên,2010,8,12,OpenDengue
Thái Nguyên,2011,4,12,GDPM
Thái Nguyên,2012,0,12,GDPM
Thái Nguyên,2013,5,12,GDPM
Thái Nguyên,2014,0,12,GDPM
Thái Nguyên,2015,13,12,GDPM
Thái Nguyên,2016,0,12,GDPM
Thái Nguyên,2017,443,12,GDPM
Thừa Thiên Huế,1994,484,11,OpenDengue
Thừa Thiên Huế,1995,536,12,OpenDengue
Thừa Thiên Huế,1996,1013,12,OpenDengue
Thừa Thiên Huế,1997,424,12,OpenDengue
Thừa Thiên Huế,1998,2102,12,OpenDengue
Thừa Thiên Huế,1999,109,12,OpenDengue
Thừa Thiên Huế,2000,83,12,OpenDengue
Thừa Thiên Huế,2001,416,12,OpenDengue
Thừa Thiên Huế,2002,238,12,OpenDengue
Thừa Thiên Huế,2003,568,12,OpenDengue
Thừa Thiên Huế,2004,76,12,OpenDengue
Thừa Thiên Huế,2005,41,12,OpenDengue
Thừa Thiên Huế,2006,116,12,OpenDengue
Thừa Thiên Huế,2007,114,12,OpenDengue
Thừa Thiên Huế,2008,32,12,OpenDengue
Thừa Thiên Huế,2009,138,12,OpenDengue
Thừa Thiên Huế,2010,2795,12,OpenDengue
Thừa Thiên Huế,2011,29,12,GDPM
Thừa Thiên Huế,2012,233,12,GDPM
Thừa Thiên Huế,2013,813,12,GDPM
Thừa Thiên Huế,2014,266,12,GDPM
Thừa Thiên Huế,2015,483,12,GDPM
Thừa Thiên Huế,2016,418,12,GDPM
Thừa Thiên Huế,2017,349,12,GDPM
Tiền Giang,1994,571,11,OpenDengue
Tiền Giang,1995,1638,12,OpenDengue
Tiền Giang,1996,9085,12,OpenDengue
Tiền Giang,1997,2112,12,OpenDengue
Tiền Giang,1998,6908,12,OpenDengue
Tiền Giang,1999,1295,12,OpenDengue
Tiền Giang,2000,2718,12,OpenDengue
Tiền Giang,2001,4325,12,OpenDengue
Tiền Giang,2002,2109,12,OpenDengue
Tiền Giang,2003,7669,12,OpenDengue
Tiền Giang,2004,6098,12,OpenDengue
Tiền Giang,2005,4012,12,OpenDengue
Tiền Giang,2006,4203,12,OpenDengue
Tiền Giang,2007,13408,12,OpenDengue
Tiền Giang,2008,6239,12,OpenDengue
Tiền Giang,2009,6262,12,OpenDengue
Tiền Giang,2010,4721,12,OpenDengue
Tiền Giang,2011,3392,12,GDPM
Tiền Giang,2012,4272,12,GDPM
Tiền Giang,2013,1431,12,GDPM
Tiền Giang,2014,886,12,GDPM
Tiền Giang,2015,2196,12,GDPM
Tiền Giang,2016,2326,12,GDPM
Tiền Giang,2017,3011,12,GDPM
Trà Vinh,1994,1532,11,OpenDengue
Trà Vinh,1995,700,12,OpenDengue
Trà Vinh,1996,1836,12,OpenDengue
Trà Vinh,1997,9505,12,OpenDengue
Trà Vinh,1998,4755,12,OpenDengue
Trà Vinh,1999,1987,12,OpenDengue
Trà Vinh,2000,579,12,OpenDengue
Trà Vinh,2001,205,12,OpenDengue
Trà Vinh,2002,111,12,OpenDengue
Trà Vinh,2003,374,12,OpenDengue
Trà Vinh,2004,2363,12,OpenDengue
Trà Vinh,2005,2238,12,OpenDengue
Trà Vinh,2006,1352,12,OpenDengue
Trà Vinh,2007,1274,12,OpenDengue
Trà Vinh,2008,997,12,OpenDengue
Trà Vinh,2009,2730,12,OpenDengue
Trà Vinh,2010,1961,12,OpenDengue
Trà Vinh,2011,463,12,GDPM
Trà Vinh,2012,722,12,GDPM
Trà Vinh,2013,651,12,GDPM
Trà Vinh,2014,101,12,GDPM
Trà Vinh,2015,351,12,GDPM
Trà Vinh,2016,1209,12,GDPM
Trà Vinh,2017,1469,12,GDPM
Tuyên Quang,1994,0,11,OpenDengue
Tuyên Quang,1995,8,12,OpenDengue
Tuyên Quang,1996,8,12,OpenDengue
Tuyên Quang,1997,0,12,OpenDengue
Tuyên Quang,1998,0,12,OpenDengue
Tuyên Quang,1999,0,12,OpenDengue
Tuyên Quang,2000,0,12,OpenDengue
Tuyên Quang,2001,0,12,OpenDengue
Tuyên Quang,2002,0,12,OpenDengue
Tuyên Quang,2003,0,12,OpenDengue
Tuyên Quang,2004,0,12,OpenDengue
Tuyên Quang,2005,0,12,OpenDengue
Tuyên Quang,2006,0,12,OpenDengue
Tuyên Quang,2007,0,12,OpenDengue
Tuyên Quang,2008,0,12,OpenDengue
Tuyên Quang,2009,0,12,OpenDengue
Tuyên Quang,2010,0,12,OpenDengue
Tuyên Quang,2011,0,12,GDPM
Tuyên Quang,2012,0,12,GDPM
Tuyên Quang,2013,0,12,GDPM
Tuyên Quang,2014,2,12,GDPM
Tuyên Quang,2015,0,12,GDPM
Tuyên Quang,2016,0,12,GDPM
Tuyên Quang,2017,385,12,GDPM
Tây Ninh,1994,396,11,OpenDengue
Tây Ninh,1995,1406,12,OpenDengue
Tây Ninh,1996,3397,12,OpenDengue
Tây Ninh,1997,1154,12,OpenDengue
Tây Ninh,1998,4656,12,OpenDengue
Tây Ninh,1999,406,12,OpenDengue
Tây Ninh,2000,615,12,OpenDengue
Tây Ninh,2001,681,12,OpenDengue
Tây Ninh,2002,371,12,OpenDengue
Tây Ninh,2003,572,12,OpenDengue
Tây Ninh,2004,3762,12,OpenDengue
Tây Ninh,2005,727,12,OpenDengue
Tây Ninh,2006,494,12,OpenDengue
Tây Ninh,2007,752,12,OpenDengue
Tây Ninh,2008,1160,12,OpenDengue
Tây Ninh,2009,817,12,OpenDengue
Tây Ninh,2010,995,12,OpenDengue
Tây Ninh,2011,2551,12,GDPM
Tây Ninh,2012,2053,12,GDPM
Tây Ninh,2013,750,12,GDPM
Tây Ninh,2014,941,12,GDPM
Tây Ninh,2015,1591,12,GDPM
Tây Ninh,2016,1135,12,GDPM
Tây Ninh,2017,1309,12,GDPM
Vĩnh Long,1994,1631,9,OpenDengue
Vĩnh Long,1995,1478,12,OpenDengue
Vĩnh Long,1996,2758,12,OpenDengue
Vĩnh Long,1997,2373,12,OpenDengue
Vĩnh Long,1998,2627,12,OpenDengue
Vĩnh Long,1999,1268,12,OpenDengue
Vĩnh Long,2000,415,12,OpenDengue
Vĩnh Long,2001,361,12,OpenDengue
Vĩnh Long,2002,549,12,OpenDengue
Vĩnh Long,2003,1310,12,OpenDengue
