adm_1_name,year,dengue_total,n_months,province_original,province_clean
QUANG NGAI,1997,839,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,1998,4245,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,1999,443,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,2000,27,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,2001,93,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,2002,238,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,2003,41,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,2004,452,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,2005,41,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,2006,1468,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,2007,1047,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,2008,657,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,2009,1242,12,QUANG NGAI,QUANG NGAI
QUANG NGAI,2010,5667,12,QUANG NGAI,QUANG NGAI
QUANG NINH,1994,96,11,QUANG NINH,QUANG NINH
QUANG NINH,1995,110,12,QUANG NINH,QUANG NINH
QUANG NINH,1996,152,12,QUANG NINH,QUANG NINH
QUANG NINH,1997,183,12,QUANG NINH,QUANG NINH
QUANG NINH,1998,433,12,QUANG NINH,QUANG NINH
QUANG NINH,1999,1174,12,QUANG NINH,QUANG NINH
QUANG NINH,2000,157,12,QUANG NINH,QUANG NINH
QUANG NINH,2001,383,12,QUANG NINH,QUANG NINH
QUANG NINH,2002,27,12,QUANG NINH,QUANG NINH
QUANG NINH,2003,21,12,QUANG NINH,QUANG NINH
QUANG NINH,2004,24,12,QUANG NINH,QUANG NINH
QUANG NINH,2005,6,12,QUANG NINH,QUANG NINH
QUANG NINH,2006,5,12,QUANG NINH,QUANG NINH
QUANG NINH,2007,0,12,QUANG NINH,QUANG NINH
QUANG NINH,2008,0,12,QUANG NINH,QUANG NINH
QUANG NINH,2009,268,12,QUANG NINH,QUANG NINH
QUANG NINH,2010,144,12,QUANG NINH,QUANG NINH
QUANG TRI,1994,1449,11,QUANG TRI,QUANG TRI
QUANG TRI,1995,991,12,QUANG TRI,QUANG TRI
QUANG TRI,1996,586,12,QUANG TRI,QUANG TRI
QUANG TRI,1997,947,12,QUANG TRI,QUANG TRI
QUANG TRI,1998,14758,12,QUANG TRI,QUANG TRI
QUANG TRI,1999,185,12,QUANG TRI,QUANG TRI
QUANG TRI,2000,77,12,QUANG TRI,QUANG TRI
QUANG TRI,2001,44,12,QUANG TRI,QUANG TRI
QUANG TRI,2002,784,12,QUANG TRI,QUANG TRI
QUANG TRI,2003,734,12,QUANG TRI,QUANG TRI
QUANG TRI,2004,210,12,QUANG TRI,QUANG TRI
QUANG TRI,2005,2,12,QUANG TRI,QUANG TRI
QUANG TRI,2006,75,12,QUANG TRI,QUANG TRI
QUANG TRI,2007,34,12,QUANG TRI,QUANG TRI
QUANG TRI,2008,45,12,QUANG TRI,QUANG TRI
QUANG TRI,2009,74,12,QUANG TRI,QUANG TRI
QUANG TRI,2010,268,12,QUANG TRI,QUANG TRI
SOC TRANG,1994,1492,9,SOC TRANG,SOC TRANG
SOC TRANG,1995,1625,12,SOC TRANG,SOC TRANG
SOC TRANG,1996,1212,12,SOC TRANG,SOC TRANG
SOC TRANG,1997,3191,12,SOC TRANG,SOC TRANG
SOC TRANG,1998,7346,12,SOC TRANG,SOC TRANG
SOC TRANG,1999,1035,12,SOC TRANG,SOC TRANG
SOC TRANG,2000,307,12,SOC TRANG,SOC TRANG
SOC TRANG,2001,268,12,SOC TRANG,SOC TRANG
SOC TRANG,2002,1211,12,SOC TRANG,SOC TRANG
SOC TRANG,2003,1144,12,SOC TRANG,SOC TRANG
SOC TRANG,2004,5824,12,SOC TRANG,SOC TRANG
SOC TRANG,2005,3943,12,SOC TRANG,SOC TRANG
SOC TRANG,2006,4390,12,SOC TRANG,SOC TRANG
SOC TRANG,2007,5249,12,SOC TRANG,SOC TRANG
SOC TRANG,2008,4640,12,SOC TRANG,SOC TRANG
SOC TRANG,2009,4622,12,SOC TRANG,SOC TRANG
SOC TRANG,2010,5395,12,SOC TRANG,SOC TRANG
SON LA,1994,0,11,SON LA,SON LA
SON LA,1995,0,12,SON LA,SON LA
SON LA,1996,2,12,SON LA,SON LA
SON LA,1997,0,12,SON LA,SON LA
SON LA,1998,1,12,SON LA,SON LA
SON LA,1999,0,12,SON LA,SON LA
SON LA,2000,0,12,SON LA,SON LA
SON LA,2001,20,12,SON LA,SON LA
SON LA,2002,0,12,SON LA,SON LA
SON LA,2003,0,12,SON LA,SON LA
SON LA,2004,1,12,SON LA,SON LA
SON LA,2005,4,12,SON LA,SON LA
SON LA,2006,0,12,SON LA,SON LA
SON LA,2007,0,12,SON LA,SON LA
SON LA,2008,0,12,SON LA,SON LA
SON LA,2009,11,12,SON LA,SON LA
SON LA,2010,1,12,SON LA,SON LA
TAY NINH,1994,396,11,TAY NINH,TAY NINH
TAY NINH,1995,1406,12,TAY NINH,TAY NINH
TAY NINH,1996,3397,12,TAY NINH,TAY NINH
TAY NINH,1997,1154,12,TAY NINH,TAY NINH
TAY NINH,1998,4656,12,TAY NINH,TAY NINH
TAY NINH,1999,406,12,TAY NINH,TAY NINH
TAY NINH,2000,615,12,TAY NINH,TAY NINH
TAY NINH,2001,681,12,TAY NINH,TAY NINH
TAY NINH,2002,371,12,TAY NINH,TAY NINH
TAY NINH,2003,572,12,TAY NINH,TAY NINH
TAY NINH,2004,3762,12,TAY NINH,TAY NINH
TAY NINH,2005,727,12,TAY NINH,TAY NINH
TAY NINH,2006,494,12,TAY NINH,TAY NINH
TAY NINH,2007,752,12,TAY NINH,TAY NINH
TAY NINH,2008,1160,12,TAY NINH,TAY NINH
TAY NINH,2009,817,12,TAY NINH,TAY NINH
TAY NINH,2010,995,12,TAY NINH,TAY NINH
THAI BINH,1994,410,11,THAI BINH,THAI BINH
THAI BINH,1995,1,12,THAI BINH,THAI BINH
THAI BINH,1996,458,12,THAI BINH,THAI BINH
THAI BINH,1997,0,12,THAI BINH,THAI BINH
THAI BINH,1998,116,12,THAI BINH,THAI BINH
THAI BINH,1999,0,12,THAI BINH,THAI BINH
THAI BINH,2000,0,12,THAI BINH,THAI BINH
THAI BINH,2001,4,12,THAI BINH,THAI BINH
THAI BINH,2002,8,12,THAI BINH,THAI BINH
THAI BINH,2003,4,12,THAI BINH,THAI BINH
THAI BINH,2004,61,12,THAI BINH,THAI BINH
THAI BINH,2005,0,12,THAI BINH,THAI BINH
THAI BINH,2006,15,12,THAI BINH,THAI BINH
THAI BINH,2007,31,12,THAI BINH,THAI BINH
THAI BINH,2008,8,12,THAI BINH,THAI BINH
THAI BINH,2009,136,12,THAI BINH,THAI BINH
THAI BINH,2010,84,12,THAI BINH,THAI BINH
THAI NGUYEN,1994,1,10,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,1995,4,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,1996,1,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,1997,0,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,1998,4,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,1999,39,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,2000,12,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,2001,19,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,2002,1,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,2003,3,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,2004,2,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,2005,0,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,2006,1,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,2007,0,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,2008,0,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,2009,0,12,THAI NGUYEN,THAI NGUYEN
THAI NGUYEN,2010,8,12,THAI NGUYEN,THAI NGUYEN
THANH HOA,1994,197,11,THANH HOA,THANH HOA
THANH HOA,1995,727,12,THANH HOA,THANH HOA
THANH HOA,1996,496,12,THANH HOA,THANH HOA
THANH HOA,1997,230,12,THANH HOA,THANH HOA
THANH HOA,1998,2919,12,THANH HOA,THANH HOA
THANH HOA,1999,104,12,THANH HOA,THANH HOA
THANH HOA,2000,19,12,THANH HOA,THANH HOA
THANH HOA,2001,78,12,THANH HOA,THANH HOA
THANH HOA,2002,42,12,THANH HOA,THANH HOA
THANH HOA,2003,126,12,THANH HOA,THANH HOA
THANH HOA,2004,72,12,THANH HOA,THANH HOA
THANH HOA,2005,373,12,THANH HOA,THANH HOA
THANH HOA,2006,160,12,THANH HOA,THANH HOA
THANH HOA,2007,150,12,THANH HOA,THANH HOA
THANH HOA,2008,94,12,THANH HOA,THANH HOA
THANH HOA,2009,258,12,THANH HOA,THANH HOA
THANH HOA,2010,0,12,THANH HOA,THANH HOA
THUA THIEN - HUE,1994,484,11,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,1995,536,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,1996,1013,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,1997,424,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,1998,2102,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,1999,109,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,2000,83,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,2001,416,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,2002,238,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,2003,568,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,2004,76,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,2005,41,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,2006,116,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,2007,114,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,2008,32,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,2009,138,12,THUA THIEN - HUE,THUA THIEN - HUE
THUA THIEN - HUE,2010,2795,12,THUA THIEN - HUE,THUA THIEN - HUE
TIEN GIANG,1994,571,11,TIEN GIANG,TIEN GIANG
TIEN GIANG,1995,1638,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,1996,9085,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,1997,2112,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,1998,6908,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,1999,1295,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,2000,2718,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,2001,4325,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,2002,2109,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,2003,7669,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,2004,6098,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,2005,4012,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,2006,4203,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,2007,13408,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,2008,6239,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,2009,6262,12,TIEN GIANG,TIEN GIANG
TIEN GIANG,2010,4721,12,TIEN GIANG,TIEN GIANG
TRA VINH,1994,1532,11,TRA VINH,TRA VINH
TRA VINH,1995,700,12,TRA VINH,TRA VINH
TRA VINH,1996,1836,12,TRA VINH,TRA VINH
TRA VINH,1997,9505,12,TRA VINH,TRA VINH
TRA VINH,1998,4755,12,TRA VINH,TRA VINH
TRA VINH,1999,1987,12,TRA VINH,TRA VINH
TRA VINH,2000,579,12,TRA VINH,TRA VINH
TRA VINH,2001,205,12,TRA VINH,TRA VINH
TRA VINH,2002,111,12,TRA VINH,TRA VINH
TRA VINH,2003,374,12,TRA VINH,TRA VINH
TRA VINH,2004,2363,12,TRA VINH,TRA VINH
TRA VINH,2005,2238,12,TRA VINH,TRA VINH
TRA VINH,2006,1352,12,TRA VINH,TRA VINH
TRA VINH,2007,1274,12,TRA VINH,TRA VINH
TRA VINH,2008,997,12,TRA VINH,TRA VINH
TRA VINH,2009,2730,12,TRA VINH,TRA VINH
TRA VINH,2010,1961,12,TRA VINH,TRA VINH
TUYEN QUANG,1994,0,11,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,1995,8,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,1996,8,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,1997,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,1998,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,1999,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,2000,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,2001,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,2002,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,2003,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,2004,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,2005,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,2006,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,2007,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,2008,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,2009,0,12,TUYEN QUANG,TUYEN QUANG
TUYEN QUANG,2010,0,12,TUYEN QUANG,TUYEN QUANG
VINH LONG,1994,1631,9,VINH LONG,VINH LONG
VINH LONG,1995,1478,12,VINH LONG,VINH LONG
VINH LONG,1996,2758,12,VINH LONG,VINH LONG
VINH LONG,1997,2373,12,VINH LONG,VINH LONG
VINH LONG,1998,2627,12,VINH LONG,VINH LONG
VINH LONG,1999,1268,12,VINH LONG,VINH LONG
VINH LONG,2000,415,12,VINH LONG,VINH LONG
VINH LONG,2001,361,12,VINH LONG,VINH LONG
VINH LONG,2002,549,12,VINH LONG,VINH LONG
VINH LONG,2003,1310,12,VINH LONG,VINH LONG
VINH LONG,2004,1080,12,VINH LONG,VINH LONG
VINH LONG,2005,1194,12,VINH LONG,VINH LONG
VINH LONG,2006,984,12,VINH LONG,VINH LONG
VINH LONG,2007,2672,12,VINH LONG,VINH LONG
VINH LONG,2008,1301,12,VINH LONG,VINH LONG
VINH LONG,2009,1863,12,VINH LONG,VINH LONG
VINH LONG,2010,452,12,VINH LONG,VINH LONG
VINH PHUC,1994,86,10,VINH PHUC,VINH PHUC
VINH PHUC,1995,20,12,VINH PHUC,VINH PHUC
VINH PHUC,1996,4,12,VINH PHUC,VINH PHUC
VINH PHUC,1997,13,12,VINH PHUC,VINH PHUC
VINH PHUC,1998,235,12,VINH PHUC,VINH PHUC
VINH PHUC,1999,0,12,VINH PHUC,VINH PHUC
VINH PHUC,2000,12,12,VINH PHUC,VINH PHUC
VINH PHUC,2001,9,12,VINH PHUC,VINH PHUC
VINH PHUC,2002,0,12,VINH PHUC,VINH PHUC
VINH PHUC,2003,47,12,VINH PHUC,VINH PHUC
VINH PHUC,2004,22,12,VINH PHUC,VINH PHUC
VINH PHUC,2005,19,12,VINH PHUC,VINH PHUC
VINH PHUC,2006,22,12,VINH PHUC,VINH PHUC
VINH PHUC,2007,18,12,VINH PHUC,VINH PHUC
VINH PHUC,2008,8,12,VINH PHUC,VINH PHUC
VINH PHUC,2009,55,12,VINH PHUC,VINH PHUC
VINH PHUC,2010,0,12,VINH PHUC,VINH PHUC
YEN BAI,1994,0,10,YEN BAI,YEN BAI
YEN BAI,1995,0,12,YEN BAI,YEN BAI
YEN BAI,1996,0,12,YEN BAI,YEN BAI
YEN BAI,1997,0,11,YEN BAI,YEN BAI
YEN BAI,1998,1,12,YEN BAI,YEN BAI
YEN BAI,1999,0,12,YEN BAI,YEN BAI
YEN BAI,2000,0,12,YEN BAI,YEN BAI
YEN BAI,2001,0,12,YEN BAI,YEN BAI
YEN BAI,2002,0,12,YEN BAI,YEN BAI
YEN BAI,2003,0,12,YEN BAI,YEN BAI
YEN BAI,2004,0,12,YEN BAI,YEN BAI
YEN BAI,2005,0,12,YEN BAI,YEN BAI
YEN BAI,2006,1,12,YEN BAI,YEN BAI
YEN BAI,2007,1,12,YEN BAI,YEN BAI
YEN BAI,2008,0,12,YEN BAI,YEN BAI
YEN BAI,2009,0,12,YEN BAI,YEN BAI
YEN BAI,2010,0,12,YEN BAI,YEN BAI
